row_kind,sessions,sigma_l_arm,power_scale_arm,form,m2,depletion_cycles,propagation,peak,w0_um,w0_err_parabola_um,bound_kind,w0_bound95_um,w0_lo_um,w0_hi_um,w0_lo_overdispersed_um,w0_hi_overdispersed_um,w0_shift_um,chi2,dchi2,chi2_red,n_eff,n_traces,start_spread_chi2,chi2_red_by_session,session_verdicts,nfev,beta_rel,beta_rel_err_hessian,sigma_l_shared,sigma_l_shared_err_hessian,sigma_l_P,sigma_l_P_err_hessian,sigma_l_T,sigma_l_T_err_hessian,sigma_l_E,sigma_l_E_err_hessian,sigma_l_M,sigma_l_M_err_hessian,sigma_l_Q,sigma_l_Q_err_hessian,omega_scale,omega_scale_err_hessian,gamma_l,gamma_l_err_hessian,lograte_E_4121,lograte_E_4121_err_hessian,lograte_E_4154,lograte_E_4154_err_hessian,lograte_E_4192,lograte_E_4192_err_hessian,lograte_E_4207,lograte_E_4207_err_hessian,power_scale_P,power_scale_P_err_hessian,power_scale_T,power_scale_T_err_hessian,power_scale_E,power_scale_E_err_hessian,power_scale_M,power_scale_M_err_hessian,power_scale_Q,power_scale_Q_err_hessian,beta_khz_per_1e12,beta_err_khz_hessian,beta_pull_vs_theory_hessian,beta_fixed_rel,dchi2_beta_0,dchi2_beta_theory,dchi2_beta_5x,dchi2_beta_20x,beta_profile_1sigma_hi_khz,beta_profile_ub95_khz,omega_scale_pull,s0_225_mhz,omega_225_mhz,transit_130_mhz,transit_130_depleted_mhz,z_ratio,licensed,w0_licence_edge_um,power_ratio_pred,power_ratio_pred_fitted_omega,power_ratio_meas,power_ratio_bar,power_arm_pull,power_arm_refused,power_arm_pooled_pull,power_arm_pooled_refused,power_lo_w,power_hi_w,width_slope_per_w,width_slope_err_lsq_per_w,width_slope_sign,noise_a_v,noise_b_v,noise_tau_int,at_bound,seconds,note,status
beta_profile,PT,session,False,gaussian,1,0,,,50,,,,,,,,,78000,940,0.90,86000,159,0.040,P:0.904 T:0.886,"P:WING-LAW(core +1, wing -19) T:WING-LAW(core -4, wing -12)",72,5.0,,,,0.74,,1.7,,,,,,,,0.033,,0,,,,,,,,,,,,,,,,,,,,17,,,5.0,,,,,,,-4.8,0.59,0.024,1.2,1.2,0.43,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,150,"beta_self pinned at 5 times theory (17.49 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,gaussian,1,0,,,50,,,,,,,,,220000,150000,0.90,86000,159,0.040,P:0.904 T:0.886,"P:WING-LAW(core +1, wing -19) T:WING-LAW(core -4, wing -12)",72,20,,,,0.20,,0.77,,,,,,,,0.0026,,0,,,,,,,,,,,,,,,,,,,,70,,,20,,,,,,,-5.0,0.59,0.0019,1.2,1.2,0.43,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,150,"beta_self pinned at 20 times theory (69.94 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
grid,PT,session,False,gaussian,1,0,,,52,,,,,,,,,77000,450,0.90,86000,159,0.017,P:0.905 T:0.886,"P:WING-LAW(core +2, wing -19) T:WING-LAW(core -4, wing -12)",66,3.014,0.034,,,1.449,0.011,1.741,0.029,,,,,,,0.651,0.019,0,,,,,,,,,,,,,,,,,,,,10.54,0.12,18,,1500,690,790,140000,11,11,-1.7,0.55,0.44,1.2,1.2,0.39,True,40,1.0287,1.0137,0.9956,0.0188,1.8,True,1.8,True,,,,,,,,,,150,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.395 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.1784 to 1.1784 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +1.77, pooled over 1 sessions refused at pull +1.77. centres profiled per trace and re-profiled after each inner fit, outer passes [1, 1], last centre move 0.004 MHz",DIAGNOSTIC
beta_profile,PT,session,False,gaussian,1,0,,,52,,,,,,,,,78000,1500,0.90,86000,159,0.017,P:0.905 T:0.886,"P:WING-LAW(core +2, wing -19) T:WING-LAW(core -4, wing -12)",66,0,,,,1.8,,1.4,,,,,,,,1.3,,0,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1.7,0.55,0.92,1.2,1.2,0.39,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,150,"beta_self pinned at 0 times theory (0.00 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,gaussian,1,0,,,52,,,,,,,,,78000,690,0.90,86000,159,0.017,P:0.905 T:0.886,"P:WING-LAW(core +2, wing -19) T:WING-LAW(core -4, wing -12)",66,1.0,,,,1.7,,1.5,,,,,,,,1.2,,0,,,,,,,,,,,,,,,,,,,,3.5,,,1.0,,,,,,,0.79,0.55,0.79,1.2,1.2,0.39,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,150,"beta_self pinned at 1 times theory (3.50 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,gaussian,1,0,,,52,,,,,,,,,78000,790,0.90,86000,159,0.017,P:0.905 T:0.886,"P:WING-LAW(core +2, wing -19) T:WING-LAW(core -4, wing -12)",66,5.0,,,,1.0,,1.8,,,,,,,,0.046,,0,,,,,,,,,,,,,,,,,,,,17,,,5.0,,,,,,,-4.8,0.55,0.031,1.2,1.2,0.39,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,150,"beta_self pinned at 5 times theory (17.49 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,gaussian,1,0,,,52,,,,,,,,,220000,140000,0.90,86000,159,0.017,P:0.905 T:0.886,"P:WING-LAW(core +2, wing -19) T:WING-LAW(core -4, wing -12)",66,20,,,,0.20,,1.0,,,,,,,,0.0029,,0,,,,,,,,,,,,,,,,,,,,70,,,20,,,,,,,-5.0,0.55,0.0019,1.2,1.2,0.39,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,150,"beta_self pinned at 20 times theory (69.94 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
grid,PT,session,False,gaussian,1,0,,,54,,,,,,,,,77000,570,0.90,86000,159,0.054,P:0.907 T:0.886,"P:WING-LAW(core +2, wing -19) T:WING-LAW(core -4, wing -12)",60,3.107,0.034,,,1.552,0.010,1.834,0.027,,,,,,,0.752,0.019,0,,,,,,,,,,,,,,,,,,,,10.86,0.12,19,,1600,750,680,130000,11,11,-1.2,0.51,0.48,1.1,1.1,0.37,True,40,1.0246,1.0150,0.9956,0.0188,1.5,True,1.5,True,,,,,,,,,,140,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.366 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.1348 to 1.1348 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +1.55, pooled over 1 sessions refused at pull +1.55. centres profiled per trace and re-profiled after each inner fit, outer passes [1, 1], last centre move 0.006 MHz",DIAGNOSTIC
beta_profile,PT,session,False,gaussian,1,0,,,54,,,,,,,,,79000,1600,0.90,86000,159,0.054,P:0.907 T:0.886,"P:WING-LAW(core +2, wing -19) T:WING-LAW(core -4, wing -12)",60,0,,,,1.9,,1.5,,,,,,,,1.5,,0,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,2.5,0.51,0.94,1.1,1.1,0.37,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,140,"beta_self pinned at 0 times theory (0.00 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,gaussian,1,0,,,54,,,,,,,,,78000,750,0.90,86000,159,0.054,P:0.907 T:0.886,"P:WING-LAW(core +2, wing -19) T:WING-LAW(core -4, wing -12)",60,1.0,,,,1.8,,1.6,,,,,,,,1.3,,0,,,,,,,,,,,,,,,,,,,,3.5,,,1.0,,,,,,,1.5,0.51,0.82,1.1,1.1,0.37,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,140,"beta_self pinned at 1 times theory (3.50 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,gaussian,1,0,,,54,,,,,,,,,78000,680,0.90,86000,159,0.054,P:0.907 T:0.886,"P:WING-LAW(core +2, wing -19) T:WING-LAW(core -4, wing -12)",60,5.0,,,,1.2,,1.9,,,,,,,,0.066,,0,,,,,,,,,,,,,,,,,,,,17,,,5.0,,,,,,,-4.7,0.51,0.042,1.1,1.1,0.37,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,140,"beta_self pinned at 5 times theory (17.49 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,gaussian,1,0,,,54,,,,,,,,,210000,130000,0.90,86000,159,0.054,P:0.907 T:0.886,"P:WING-LAW(core +2, wing -19) T:WING-LAW(core -4, wing -12)",60,20,,,,0.20,,1.2,,,,,,,,0.0028,,0,,,,,,,,,,,,,,,,,,,,70,,,20,,,,,,,-5.0,0.51,0.0018,1.1,1.1,0.37,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,140,"beta_self pinned at 20 times theory (69.94 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
grid,PT,session,False,gaussian,1,0,,,56,,,,,,,,,77000,680,0.91,86000,159,0.12,P:0.908 T:0.886,"P:WING-LAW(core +3, wing -19) T:WING-LAW(core -4, wing -12)",60,3.186,0.034,,,1.6427,0.0096,1.915,0.026,,,,,,,0.852,0.019,0,,,,,,,,,,,,,,,,,,,,11.14,0.12,20,,1700,810,610,130000,11,11,-0.74,0.47,0.50,1.1,1.1,0.34,True,40,1.0212,1.0160,0.9956,0.0188,1.4,True,1.4,True,,,,,,,,,,200,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.340 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.0943 to 1.0943 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +1.37, pooled over 1 sessions refused at pull +1.37. centres profiled per trace and re-profiled after each inner fit, outer passes [1, 1], last centre move 0.006 MHz",DIAGNOSTIC
beta_profile,PT,session,False,gaussian,1,0,,,56,,,,,,,,,79000,1700,0.91,86000,159,0.12,P:0.908 T:0.886,"P:WING-LAW(core +3, wing -19) T:WING-LAW(core -4, wing -12)",60,0,,,,1.9,,1.6,,,,,,,,1.6,,0,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,3.2,0.47,0.97,1.1,1.1,0.34,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,200,"beta_self pinned at 0 times theory (0.00 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,gaussian,1,0,,,56,,,,,,,,,78000,810,0.91,86000,159,0.12,P:0.908 T:0.886,"P:WING-LAW(core +3, wing -19) T:WING-LAW(core -4, wing -12)",60,1.0,,,,1.9,,1.7,,,,,,,,1.4,,0,,,,,,,,,,,,,,,,,,,,3.5,,,1.0,,,,,,,2.2,0.47,0.84,1.1,1.1,0.34,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,200,"beta_self pinned at 1 times theory (3.50 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,gaussian,1,0,,,56,,,,,,,,,78000,610,0.91,86000,159,0.12,P:0.908 T:0.886,"P:WING-LAW(core +3, wing -19) T:WING-LAW(core -4, wing -12)",60,5.0,,,,1.4,,2.0,,,,,,,,0.099,,0,,,,,,,,,,,,,,,,,,,,17,,,5.0,,,,,,,-4.5,0.47,0.058,1.1,1.1,0.34,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,200,"beta_self pinned at 5 times theory (17.49 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,gaussian,1,0,,,56,,,,,,,,,210000,130000,0.91,86000,159,0.12,P:0.908 T:0.886,"P:WING-LAW(core +3, wing -19) T:WING-LAW(core -4, wing -12)",60,20,,,,0.20,,1.3,,,,,,,,0.0029,,0,,,,,,,,,,,,,,,,,,,,70,,,20,,,,,,,-5.0,0.47,0.0017,1.1,1.1,0.34,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,200,"beta_self pinned at 20 times theory (69.94 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
grid,PT,session,False,gaussian,1,0,,,58,,,,,,,,,77000,790,0.91,86000,159,0.18,P:0.909 T:0.886,"P:WING-LAW(core +3, wing -19) T:WING-LAW(core -4, wing -12)",78,3.255,0.034,,,1.7241,0.0092,1.988,0.025,,,,,,,0.952,0.020,0,,,,,,,,,,,,,,,,,,,,11.38,0.12,20,,1800,860,550,120000,11,11,-0.24,0.44,0.52,1.1,1.1,0.32,True,40,1.0183,1.0168,0.9956,0.0188,1.2,True,1.2,True,,,,,,,,,,210,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.317 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.0565 to 1.0565 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +1.21, pooled over 1 sessions refused at pull +1.21. centres profiled per trace and re-profiled after each inner fit, outer passes [1, 1], last centre move 0.008 MHz",DIAGNOSTIC
beta_profile,PT,session,False,gaussian,1,0,,,58,,,,,,,,,79000,1800,0.91,86000,159,0.18,P:0.909 T:0.886,"P:WING-LAW(core +3, wing -19) T:WING-LAW(core -4, wing -12)",78,0,,,,2.0,,1.6,,,,,,,,1.8,,0,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,4.0,0.44,0.98,1.1,1.1,0.32,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,210,"beta_self pinned at 0 times theory (0.00 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,gaussian,1,0,,,58,,,,,,,,,78000,860,0.91,86000,159,0.18,P:0.909 T:0.886,"P:WING-LAW(core +3, wing -19) T:WING-LAW(core -4, wing -12)",78,1.0,,,,1.9,,1.8,,,,,,,,1.6,,0,,,,,,,,,,,,,,,,,,,,3.5,,,1.0,,,,,,,2.9,0.44,0.87,1.1,1.1,0.32,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,210,"beta_self pinned at 1 times theory (3.50 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,gaussian,1,0,,,58,,,,,,,,,78000,550,0.91,86000,159,0.18,P:0.909 T:0.886,"P:WING-LAW(core +3, wing -19) T:WING-LAW(core -4, wing -12)",78,5.0,,,,1.5,,2.1,,,,,,,,0.15,,0,,,,,,,,,,,,,,,,,,,,17,,,5.0,,,,,,,-4.3,0.44,0.082,1.1,1.1,0.32,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,210,"beta_self pinned at 5 times theory (17.49 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,gaussian,1,0,,,58,,,,,,,,,200000,120000,0.91,86000,159,0.18,P:0.909 T:0.886,"P:WING-LAW(core +3, wing -19) T:WING-LAW(core -4, wing -12)",78,20,,,,0.20,,1.4,,,,,,,,0.0029,,0,,,,,,,,,,,,,,,,,,,,70,,,20,,,,,,,-5.0,0.44,0.0016,1.1,1.1,0.32,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,210,"beta_self pinned at 20 times theory (69.94 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
grid,PT,session,False,gaussian,1,0,,,60,,,,,,,,,77000,890,0.91,86000,159,0.25,P:0.910 T:0.886,"P:WING-LAW(core +4, wing -19) T:WING-LAW(core -4, wing -12)",72,3.315,0.034,,,1.7973,0.0088,2.054,0.025,,,,,,,1.051,0.021,0,,,,,,,,,,,,,,,,,,,,11.59,0.12,21,,1900,900,500,120000,12,12,0.25,0.41,0.54,1.0,1.0,0.30,True,40,1.0159,1.0174,0.9956,0.0188,1.1,True,1.1,True,,,,,,,,,,180,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.296 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.0213 to 1.0213 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +1.09, pooled over 1 sessions refused at pull +1.09. centres profiled per trace and re-profiled after each inner fit, outer passes [1, 1], last centre move 0.008 MHz",DIAGNOSTIC
beta_profile,PT,session,False,gaussian,1,0,,,60,,,,,,,,,79000,1900,0.91,86000,159,0.25,P:0.910 T:0.886,"P:WING-LAW(core +4, wing -19) T:WING-LAW(core -4, wing -12)",72,0,,,,2.1,,1.7,,,,,,,,2.0,,0,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,4.8,0.41,1.0,1.0,1.0,0.30,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,180,"beta_self pinned at 0 times theory (0.00 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,gaussian,1,0,,,60,,,,,,,,,78000,900,0.91,86000,159,0.25,P:0.910 T:0.886,"P:WING-LAW(core +4, wing -19) T:WING-LAW(core -4, wing -12)",72,1.0,,,,2.0,,1.8,,,,,,,,1.7,,0,,,,,,,,,,,,,,,,,,,,3.5,,,1.0,,,,,,,3.6,0.41,0.88,1.0,1.0,0.30,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,180,"beta_self pinned at 1 times theory (3.50 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
